"departamento_id","departamento_nombre","provincia_id","provincia_nombre","año","semanas_epidemiologicas","evento_nombre","grupo_edad_id","grupo_edad_desc","cantidad_casos"
560,"MORENO",06,"Buenos Aires",2018,22,"Enfermedad tipo influenza (ETI)",9,"25 a 34",1
560,"MORENO",06,"Buenos Aires",2018,22,"Bronquiolitis en menores de 2 años",1,"< 6 m",12
560,"MORENO",06,"Buenos Aires",2018,22,"Bronquiolitis en menores de 2 años",02,"6 a 11 m",1
140,"SAN JUSTO",14,"Córdoba",2018,21,"Enfermedad tipo influenza (ETI)",17,"Edad Sin Esp.",8
140,"SAN JUSTO",14,"Córdoba",2018,21,"Neumonía",10,"35 a 44",1
28,"CAPITAL",66,"Salta",2018,19,"Neumonía",12,"65 a 74",3
28,"CAPITAL",66,"Salta",2018,19,"Neumonía",17,"Edad Sin Esp.",1
28,"CAPITAL",66,"Salta",2018,19,"Enfermedad tipo influenza (ETI)",8,"20 a 24",2
28,"CAPITAL",66,"Salta",2018,19,"Enfermedad tipo influenza (ETI)",9,"25 a 34",3
28,"CAPITAL",66,"Salta",2018,19,"Enfermedad tipo influenza (ETI)",10,"35 a 44",1
28,"CAPITAL",66,"Salta",2018,19,"Enfermedad tipo influenza (ETI)",11,"45 a 64",1
28,"CAPITAL",66,"Salta",2018,19,"Enfermedad tipo influenza (ETI)",12,"65 a 74",3
28,"CAPITAL",66,"Salta",2018,19,"Enfermedad tipo influenza (ETI)",13,">= a 75",1
105,"LORETO",86,"Santiago del Estero",2018,19,"Bronquiolitis en menores de 2 años",3,"12 a 23 m",6
105,"LORETO",86,"Santiago del Estero",2018,19,"Enfermedad tipo influenza (ETI)",3,"12 a 23 m",2
105,"LORETO",86,"Santiago del Estero",2018,19,"Enfermedad tipo influenza (ETI)",4,"2 a 4",7
105,"LORETO",86,"Santiago del Estero",2018,19,"Enfermedad tipo influenza (ETI)",5,"5 a 9",4
105,"LORETO",86,"Santiago del Estero",2018,19,"Enfermedad tipo influenza (ETI)",7,"15 a 19",7
105,"LORETO",86,"Santiago del Estero",2018,19,"Enfermedad tipo influenza (ETI)",9,"25 a 34",3
105,"LORETO",86,"Santiago del Estero",2018,19,"Enfermedad tipo influenza (ETI)",10,"35 a 44",3
105,"LORETO",86,"Santiago del Estero",2018,19,"Enfermedad tipo influenza (ETI)",11,"45 a 64",4
21,"BARILOCHE",62,"Río Negro",2018,22,"Enfermedad tipo influenza (ETI)",11,"45 a 64",3
0,"CIUDAD DE BUENOS AIRES",02,"CABA",2018,20,"Enfermedad tipo influenza (ETI)",4,"2 a 4",1
0,"CIUDAD DE BUENOS AIRES",02,"CABA",2018,20,"Enfermedad tipo influenza (ETI)",5,"5 a 9",1
140,"SAN FERNANDO",22,"Chaco",2018,22,"Neumonía",9,"25 a 34",1
140,"SAN FERNANDO",22,"Chaco",2018,22,"Enfermedad tipo influenza (ETI)",1,"< 6 m",1
140,"SAN FERNANDO",22,"Chaco",2018,22,"Enfermedad tipo influenza (ETI)",3,"12 a 23 m",2
140,"SAN FERNANDO",22,"Chaco",2018,22,"Enfermedad tipo influenza (ETI)",4,"2 a 4",8
140,"SAN FERNANDO",22,"Chaco",2018,22,"Enfermedad tipo influenza (ETI)",5,"5 a 9",7
140,"SAN FERNANDO",22,"Chaco",2018,22,"Enfermedad tipo influenza (ETI)",06,"10 a 14",5
140,"SAN FERNANDO",22,"Chaco",2018,22,"Enfermedad tipo influenza (ETI)",7,"15 a 19",2
140,"SAN FERNANDO",22,"Chaco",2018,22,"Enfermedad tipo influenza (ETI)",8,"20 a 24",2
140,"SAN FERNANDO",22,"Chaco",2018,22,"Enfermedad tipo influenza (ETI)",9,"25 a 34",1
270,"EZEIZA",06,"Buenos Aires",2018,22,"Enfermedad tipo influenza (ETI)",8,"20 a 24",1
270,"EZEIZA",06,"Buenos Aires",2018,22,"Enfermedad tipo influenza (ETI)",9,"25 a 34",1
14,"ANGACO",70,"San Juan",2018,20,"Neumonía",06,"10 a 14",1
14,"ANGACO",70,"San Juan",2018,20,"Neumonía",10,"35 a 44",1
14,"ANGACO",70,"San Juan",2018,20,"Neumonía",11,"45 a 64",1
8,"CIUDAD DE BUENOS AIRES",02,"CABA",2018,20,"Bronquiolitis en menores de 2 años",1,"< 6 m",2
8,"CIUDAD DE BUENOS AIRES",02,"CABA",2018,20,"Bronquiolitis en menores de 2 años",02,"6 a 11 m",1
8,"CIUDAD DE BUENOS AIRES",02,"CABA",2018,20,"Neumonía",4,"2 a 4",1
8,"CIUDAD DE BUENOS AIRES",02,"CABA",2018,20,"Neumonía",5,"5 a 9",1
329,"GENERAL LAS HERAS",06,"Buenos Aires",2018,21,"Enfermedad tipo influenza (ETI)",3,"12 a 23 m",3
329,"GENERAL LAS HERAS",06,"Buenos Aires",2018,21,"Enfermedad tipo influenza (ETI)",4,"2 a 4",2
329,"GENERAL LAS HERAS",06,"Buenos Aires",2018,21,"Enfermedad tipo influenza (ETI)",5,"5 a 9",2
329,"GENERAL LAS HERAS",06,"Buenos Aires",2018,21,"Enfermedad tipo influenza (ETI)",8,"20 a 24",1
329,"GENERAL LAS HERAS",06,"Buenos Aires",2018,21,"Enfermedad tipo influenza (ETI)",10,"35 a 44",2
329,"GENERAL LAS HERAS",06,"Buenos Aires",2018,21,"Bronquiolitis en menores de 2 años",02,"6 a 11 m",2
329,"GENERAL LAS HERAS",06,"Buenos Aires",2018,21,"Bronquiolitis en menores de 2 años",3,"12 a 23 m",1
882,"ZÁRATE",06,"Buenos Aires",2018,20,"Enfermedad tipo influenza (ETI)",7,"15 a 19",1
882,"ZÁRATE",06,"Buenos Aires",2018,20,"Enfermedad tipo influenza (ETI)",8,"20 a 24",2
882,"ZÁRATE",06,"Buenos Aires",2018,20,"Enfermedad tipo influenza (ETI)",11,"45 a 64",1
882,"ZÁRATE",06,"Buenos Aires",2018,20,"Bronquiolitis en menores de 2 años",02,"6 a 11 m",1
140,"SAN JUSTO",14,"Córdoba",2018,21,"Neumonía",13,">= a 75",2
140,"SAN JUSTO",14,"Córdoba",2018,21,"Bronquiolitis en menores de 2 años",1,"< 6 m",1
21,"CAPITAL",18,"Corrientes",2018,21,"Enfermedad tipo influenza (ETI)",9,"25 a 34",1
21,"CAPITAL",18,"Corrientes",2018,21,"Enfermedad tipo influenza (ETI)",11,"45 a 64",1
112,"O'HIGGINS",22,"Chaco",2018,24,"Enfermedad tipo influenza (ETI)",3,"12 a 23 m",2
112,"O'HIGGINS",22,"Chaco",2018,24,"Enfermedad tipo influenza (ETI)",5,"5 a 9",1
112,"O'HIGGINS",22,"Chaco",2018,24,"Enfermedad tipo influenza (ETI)",8,"20 a 24",2
35,"CONFLUENCIA",58,"Neuquén",2018,20,"Bronquiolitis en menores de 2 años",02,"6 a 11 m",1
427,"LA MATANZA",06,"Buenos Aires",2018,20,"Bronquiolitis en menores de 2 años",02,"6 a 11 m",2
427,"LA MATANZA",06,"Buenos Aires",2018,20,"Bronquiolitis en menores de 2 años",3,"12 a 23 m",1
427,"LA MATANZA",06,"Buenos Aires",2018,20,"Neumonía",02,"6 a 11 m",1
427,"LA MATANZA",06,"Buenos Aires",2018,20,"Neumonía",4,"2 a 4",1
49,"LA COCHA",90,"Tucumán",2018,22,"Enfermedad tipo influenza (ETI)",4,"2 a 4",1
49,"LA COCHA",90,"Tucumán",2018,22,"Enfermedad tipo influenza (ETI)",06,"10 a 14",1
35,"FEDERAL",30,"Entre Ríos",2018,22,"Neumonía",9,"25 a 34",1
35,"FEDERAL",30,"Entre Ríos",2018,22,"Enfermedad tipo influenza (ETI)",06,"10 a 14",1
35,"FEDERAL",30,"Entre Ríos",2018,22,"Enfermedad tipo influenza (ETI)",8,"20 a 24",2
35,"FEDERAL",30,"Entre Ríos",2018,22,"Enfermedad tipo influenza (ETI)",9,"25 a 34",3
35,"FEDERAL",30,"Entre Ríos",2018,22,"Enfermedad tipo influenza (ETI)",10,"35 a 44",1
35,"FEDERAL",30,"Entre Ríos",2018,22,"Enfermedad tipo influenza (ETI)",11,"45 a 64",1
35,"FEDERAL",30,"Entre Ríos",2018,22,"Enfermedad tipo influenza (ETI)",13,">= a 75",2
791,"TANDIL",06,"Buenos Aires",2018,23,"Neumonía",11,"45 a 64",2
70,"LA PAZ",30,"Entre Ríos",2018,23,"Enfermedad tipo influenza (ETI)",02,"6 a 11 m",1
70,"LA PAZ",30,"Entre Ríos",2018,23,"Enfermedad tipo influenza (ETI)",5,"5 a 9",1
70,"LA PAZ",30,"Entre Ríos",2018,23,"Enfermedad tipo influenza (ETI)",06,"10 a 14",1
70,"LA PAZ",30,"Entre Ríos",2018,23,"Enfermedad tipo influenza (ETI)",8,"20 a 24",1
70,"LA PAZ",30,"Entre Ríos",2018,23,"Enfermedad tipo influenza (ETI)",9,"25 a 34",1
49,"CAPITAL",86,"Santiago del Estero",2018,23,"Enfermedad tipo influenza (ETI)",7,"15 a 19",1
49,"CAPITAL",86,"Santiago del Estero",2018,23,"Enfermedad tipo influenza (ETI)",12,"65 a 74",1
49,"CAPITAL",86,"Santiago del Estero",2018,23,"Neumonía",5,"5 a 9",1
98,"URUGUAY",30,"Entre Ríos",2018,21,"Neumonía",10,"35 a 44",1
56,"BAHÍA BLANCA",06,"Buenos Aires",2018,22,"Enfermedad tipo influenza (ETI)",9,"25 a 34",1
84,"CAPITAL",90,"Tucumán",2018,22,"Neumonía",02,"6 a 11 m",2
84,"CAPITAL",90,"Tucumán",2018,22,"Neumonía",4,"2 a 4",3
84,"CAPITAL",90,"Tucumán",2018,22,"Neumonía",5,"5 a 9",1
84,"CAPITAL",90,"Tucumán",2018,22,"Bronquiolitis en menores de 2 años",1,"< 6 m",74
84,"CAPITAL",90,"Tucumán",2018,22,"Bronquiolitis en menores de 2 años",02,"6 a 11 m",48
84,"CAPITAL",90,"Tucumán",2018,22,"Bronquiolitis en menores de 2 años",3,"12 a 23 m",13
56,"LEALES",90,"Tucumán",2018,23,"Enfermedad tipo influenza (ETI)",02,"6 a 11 m",2
56,"LEALES",90,"Tucumán",2018,23,"Enfermedad tipo influenza (ETI)",5,"5 a 9",2
35,"CONFLUENCIA",58,"Neuquén",2018,20,"Bronquiolitis en menores de 2 años",3,"12 a 23 m",1
35,"CONFLUENCIA",58,"Neuquén",2018,20,"Neumonía",4,"2 a 4",1
35,"CONFLUENCIA",58,"Neuquén",2018,20,"Neumonía",10,"35 a 44",1
35,"CONFLUENCIA",58,"Neuquén",2018,20,"Neumonía",11,"45 a 64",1
35,"CONFLUENCIA",58,"Neuquén",2018,20,"Neumonía",12,"65 a 74",2
35,"CONFLUENCIA",58,"Neuquén",2018,20,"Enfermedad tipo influenza (ETI)",02,"6 a 11 m",1
35,"CONFLUENCIA",58,"Neuquén",2018,20,"Enfermedad tipo influenza (ETI)",3,"12 a 23 m",1
35,"CONFLUENCIA",58,"Neuquén",2018,20,"Enfermedad tipo influenza (ETI)",9,"25 a 34",1
35,"CONFLUENCIA",58,"Neuquén",2018,20,"Enfermedad tipo influenza (ETI)",11,"45 a 64",2
91,"BERAZATEGUI",06,"Buenos Aires",2018,18,"Enfermedad tipo influenza (ETI)",4,"2 a 4",3
91,"BERAZATEGUI",06,"Buenos Aires",2018,18,"Enfermedad tipo influenza (ETI)",06,"10 a 14",5
91,"BERAZATEGUI",06,"Buenos Aires",2018,18,"Enfermedad tipo influenza (ETI)",9,"25 a 34",3
91,"BERAZATEGUI",06,"Buenos Aires",2018,18,"Enfermedad tipo influenza (ETI)",10,"35 a 44",2
91,"BERAZATEGUI",06,"Buenos Aires",2018,18,"Enfermedad tipo influenza (ETI)",11,"45 a 64",2
14,"CAPITAL",14,"Córdoba",2018,19,"Bronquiolitis en menores de 2 años",1,"< 6 m",13
14,"CAPITAL",14,"Córdoba",2018,19,"Bronquiolitis en menores de 2 años",02,"6 a 11 m",8
42,"JUAN BAUTISTA ALBERDI",90,"Tucumán",2018,22,"Enfermedad tipo influenza (ETI)",9,"25 a 34",1
42,"JUAN BAUTISTA ALBERDI",90,"Tucumán",2018,22,"Enfermedad tipo influenza (ETI)",10,"35 a 44",2
410,"ITUZAINGÓ",06,"Buenos Aires",2018,18,"Bronquiolitis en menores de 2 años",1,"< 6 m",4
410,"ITUZAINGÓ",06,"Buenos Aires",2018,18,"Bronquiolitis en menores de 2 años",02,"6 a 11 m",2
410,"ITUZAINGÓ",06,"Buenos Aires",2018,18,"Neumonía",4,"2 a 4",1
410,"ITUZAINGÓ",06,"Buenos Aires",2018,18,"Enfermedad tipo influenza (ETI)",3,"12 a 23 m",2
140,"SAN JUSTO",14,"Córdoba",2018,22,"Bronquiolitis en menores de 2 años",02,"6 a 11 m",2
0,"CIUDAD DE BUENOS AIRES",02,"CABA",2018,20,"Bronquiolitis en menores de 2 años",1,"< 6 m",1
0,"CIUDAD DE BUENOS AIRES",02,"CABA",2018,20,"Bronquiolitis en menores de 2 años",3,"12 a 23 m",1
270,"EZEIZA",06,"Buenos Aires",2018,19,"Enfermedad tipo influenza (ETI)",8,"20 a 24",1
270,"EZEIZA",06,"Buenos Aires",2018,19,"Enfermedad tipo influenza (ETI)",9,"25 a 34",1
270,"EZEIZA",06,"Buenos Aires",2018,19,"Enfermedad tipo influenza (ETI)",11,"45 a 64",1
63,"BALCARCE",06,"Buenos Aires",2018,20,"Enfermedad tipo influenza (ETI)",02,"6 a 11 m",1
63,"BALCARCE",06,"Buenos Aires",2018,20,"Enfermedad tipo influenza (ETI)",3,"12 a 23 m",3
63,"BALCARCE",06,"Buenos Aires",2018,20,"Enfermedad tipo influenza (ETI)",4,"2 a 4",2
63,"BALCARCE",06,"Buenos Aires",2018,20,"Enfermedad tipo influenza (ETI)",5,"5 a 9",1
63,"BALCARCE",06,"Buenos Aires",2018,20,"Enfermedad tipo influenza (ETI)",06,"10 a 14",1
63,"BALCARCE",06,"Buenos Aires",2018,20,"Enfermedad tipo influenza (ETI)",7,"15 a 19",1
140,"SAN JUSTO",14,"Córdoba",2018,22,"Neumonía",06,"10 a 14",1
140,"SAN JUSTO",14,"Córdoba",2018,22,"Neumonía",12,"65 a 74",1
140,"SAN JUSTO",14,"Córdoba",2018,22,"Enfermedad tipo influenza (ETI)",9,"25 a 34",1
154,"SOBREMONTE",14,"Córdoba",2018,21,"Bronquiolitis en menores de 2 años",3,"12 a 23 m",1
154,"SOBREMONTE",14,"Córdoba",2018,21,"Enfermedad tipo influenza (ETI)",7,"15 a 19",1
154,"SOBREMONTE",14,"Córdoba",2018,21,"Enfermedad tipo influenza (ETI)",8,"20 a 24",1
154,"SOBREMONTE",14,"Córdoba",2018,21,"Enfermedad tipo influenza (ETI)",9,"25 a 34",1
410,"ITUZAINGÓ",06,"Buenos Aires",2018,18,"Enfermedad tipo influenza (ETI)",4,"2 a 4",1
410,"ITUZAINGÓ",06,"Buenos Aires",2018,18,"Enfermedad tipo influenza (ETI)",5,"5 a 9",3
410,"ITUZAINGÓ",06,"Buenos Aires",2018,18,"Enfermedad tipo influenza (ETI)",06,"10 a 14",2
410,"ITUZAINGÓ",06,"Buenos Aires",2018,18,"Enfermedad tipo influenza (ETI)",8,"20 a 24",2
410,"ITUZAINGÓ",06,"Buenos Aires",2018,18,"Enfermedad tipo influenza (ETI)",9,"25 a 34",3
410,"ITUZAINGÓ",06,"Buenos Aires",2018,18,"Enfermedad tipo influenza (ETI)",10,"35 a 44",1
410,"ITUZAINGÓ",06,"Buenos Aires",2018,18,"Enfermedad tipo influenza (ETI)",11,"45 a 64",1
410,"ITUZAINGÓ",06,"Buenos Aires",2018,18,"Enfermedad tipo influenza (ETI)",13,">= a 75",1
21,"CAPITAL",18,"Corrientes",2018,22,"Bronquiolitis en menores de 2 años",1,"< 6 m",17
21,"CAPITAL",18,"Corrientes",2018,22,"Bronquiolitis en menores de 2 años",02,"6 a 11 m",18
56,"LEALES",90,"Tucumán",2018,23,"Enfermedad tipo influenza (ETI)",8,"20 a 24",2
56,"LEALES",90,"Tucumán",2018,23,"Enfermedad tipo influenza (ETI)",9,"25 a 34",1
56,"LEALES",90,"Tucumán",2018,23,"Enfermedad tipo influenza (ETI)",11,"45 a 64",2
8,"COLÓN",30,"Entre Ríos",2018,19,"Enfermedad tipo influenza (ETI)",7,"15 a 19",1
8,"COLÓN",30,"Entre Ríos",2018,19,"Enfermedad tipo influenza (ETI)",8,"20 a 24",1
8,"COLÓN",30,"Entre Ríos",2018,19,"Enfermedad tipo influenza (ETI)",9,"25 a 34",1
8,"COLÓN",30,"Entre Ríos",2018,19,"Enfermedad tipo influenza (ETI)",10,"35 a 44",1
49,"CAPITAL",86,"Santiago del Estero",2018,24,"Enfermedad tipo influenza (ETI)",1,"< 6 m",2
49,"CAPITAL",86,"Santiago del Estero",2018,24,"Enfermedad tipo influenza (ETI)",02,"6 a 11 m",3
49,"CAPITAL",86,"Santiago del Estero",2018,24,"Enfermedad tipo influenza (ETI)",3,"12 a 23 m",4
49,"CAPITAL",86,"Santiago del Estero",2018,24,"Enfermedad tipo influenza (ETI)",4,"2 a 4",5
49,"CAPITAL",86,"Santiago del Estero",2018,24,"Enfermedad tipo influenza (ETI)",5,"5 a 9",3
49,"CAPITAL",86,"Santiago del Estero",2018,24,"Enfermedad tipo influenza (ETI)",06,"10 a 14",4
49,"CAPITAL",86,"Santiago del Estero",2018,24,"Enfermedad tipo influenza (ETI)",8,"20 a 24",2
49,"CAPITAL",86,"Santiago del Estero",2018,24,"Enfermedad tipo influenza (ETI)",9,"25 a 34",3
49,"CAPITAL",86,"Santiago del Estero",2018,24,"Enfermedad tipo influenza (ETI)",10,"35 a 44",4
49,"CAPITAL",86,"Santiago del Estero",2018,24,"Bronquiolitis en menores de 2 años",1,"< 6 m",8
49,"CAPITAL",86,"Santiago del Estero",2018,24,"Bronquiolitis en menores de 2 años",02,"6 a 11 m",10
49,"CAPITAL",86,"Santiago del Estero",2018,24,"Bronquiolitis en menores de 2 años",3,"12 a 23 m",5
182,"UNIÓN",14,"Córdoba",2018,21,"Enfermedad tipo influenza (ETI)",10,"35 a 44",1
182,"UNIÓN",14,"Córdoba",2018,21,"Enfermedad tipo influenza (ETI)",11,"45 a 64",1
77,"RAWSON",26,"Chubut",2018,20,"Bronquiolitis en menores de 2 años",1,"< 6 m",1
77,"RAWSON",26,"Chubut",2018,20,"Bronquiolitis en menores de 2 años",02,"6 a 11 m",1
77,"RAWSON",26,"Chubut",2018,20,"Bronquiolitis en menores de 2 años",3,"12 a 23 m",1
77,"RAWSON",26,"Chubut",2018,20,"Enfermedad tipo influenza (ETI)",3,"12 a 23 m",2
77,"RAWSON",26,"Chubut",2018,20,"Enfermedad tipo influenza (ETI)",4,"2 a 4",2
77,"RAWSON",26,"Chubut",2018,20,"Enfermedad tipo influenza (ETI)",5,"5 a 9",1
77,"RAWSON",26,"Chubut",2018,20,"Enfermedad tipo influenza (ETI)",7,"15 a 19",3
77,"RAWSON",26,"Chubut",2018,20,"Enfermedad tipo influenza (ETI)",9,"25 a 34",3
77,"RAWSON",26,"Chubut",2018,20,"Enfermedad tipo influenza (ETI)",10,"35 a 44",1
77,"RAWSON",26,"Chubut",2018,20,"Enfermedad tipo influenza (ETI)",11,"45 a 64",2
77,"RAWSON",26,"Chubut",2018,20,"Enfermedad tipo influenza (ETI)",12,"65 a 74",1
77,"RAWSON",26,"Chubut",2018,20,"Enfermedad tipo influenza (ETI)",13,">= a 75",1
63,"LULES",90,"Tucumán",2018,20,"Bronquiolitis en menores de 2 años",1,"< 6 m",5
63,"LULES",90,"Tucumán",2018,20,"Bronquiolitis en menores de 2 años",3,"12 a 23 m",1
0,"CIUDAD DE BUENOS AIRES",02,"CABA",2018,20,"Neumonía",4,"2 a 4",1
0,"CIUDAD DE BUENOS AIRES",02,"CABA",2018,20,"Enfermedad tipo influenza (ETI)",9,"25 a 34",1
0,"CIUDAD DE BUENOS AIRES",02,"CABA",2018,20,"Enfermedad tipo influenza (ETI)",11,"45 a 64",1
448,"LAPRIDA",06,"Buenos Aires",2018,21,"Enfermedad tipo influenza (ETI)",8,"20 a 24",1
42,"JUAN BAUTISTA ALBERDI",90,"Tucumán",2018,22,"Enfermedad tipo influenza (ETI)",12,"65 a 74",3
42,"JUAN BAUTISTA ALBERDI",90,"Tucumán",2018,22,"Enfermedad tipo influenza (ETI)",13,">= a 75",1
42,"CHILECITO",46,"La Rioja",2018,21,"Enfermedad tipo influenza (ETI)",02,"6 a 11 m",1
42,"CHILECITO",46,"La Rioja",2018,21,"Enfermedad tipo influenza (ETI)",5,"5 a 9",2
42,"CHILECITO",46,"La Rioja",2018,21,"Enfermedad tipo influenza (ETI)",9,"25 a 34",1
168,"SANTO TOMÉ",18,"Corrientes",2018,22,"Neumonía",12,"65 a 74",1
168,"SANTO TOMÉ",18,"Corrientes",2018,22,"Neumonía",13,">= a 75",2
7,"RÍO GRANDE",94,"Tierra del Fuego",2018,20,"Bronquiolitis en menores de 2 años",02,"6 a 11 m",37
7,"RÍO GRANDE",94,"Tierra del Fuego",2018,20,"Bronquiolitis en menores de 2 años",3,"12 a 23 m",26
42,"GENERAL SAN MARTÍN",14,"Córdoba",2018,18,"Bronquiolitis en menores de 2 años",02,"6 a 11 m",2
42,"GENERAL SAN MARTÍN",14,"Córdoba",2018,18,"Bronquiolitis en menores de 2 años",3,"12 a 23 m",2
42,"GENERAL SAN MARTÍN",14,"Córdoba",2018,18,"Enfermedad tipo influenza (ETI)",10,"35 a 44",1
42,"GENERAL SAN MARTÍN",14,"Córdoba",2018,18,"Enfermedad tipo influenza (ETI)",11,"45 a 64",1
21,"CAPITAL",18,"Corrientes",2018,22,"Bronquiolitis en menores de 2 años",3,"12 a 23 m",10
21,"CAPITAL",18,"Corrientes",2018,22,"Neumonía",1,"< 6 m",1
21,"CAPITAL",18,"Corrientes",2018,22,"Neumonía",3,"12 a 23 m",5
21,"CAPITAL",18,"Corrientes",2018,22,"Neumonía",4,"2 a 4",6
21,"CAPITAL",18,"Corrientes",2018,22,"Neumonía",06,"10 a 14",2
21,"CAPITAL",18,"Corrientes",2018,22,"Enfermedad tipo influenza (ETI)",3,"12 a 23 m",1
638,"PILAR",06,"Buenos Aires",2018,19,"Bronquiolitis en menores de 2 años",02,"6 a 11 m",3
638,"PILAR",06,"Buenos Aires",2018,19,"Bronquiolitis en menores de 2 años",3,"12 a 23 m",3
638,"PILAR",06,"Buenos Aires",2018,19,"Neumonía",06,"10 a 14",1
638,"PILAR",06,"Buenos Aires",2018,19,"Neumonía",10,"35 a 44",1
490,"LOMAS DE ZAMORA",06,"Buenos Aires",2018,19,"Bronquiolitis en menores de 2 años",02,"6 a 11 m",1
14,"USHUAIA",94,"Tierra del Fuego",2018,22,"Neumonía",12,"65 a 74",1
14,"USHUAIA",94,"Tierra del Fuego",2018,21,"Enfermedad tipo influenza (ETI)",06,"10 a 14",1
14,"USHUAIA",94,"Tierra del Fuego",2018,21,"Enfermedad tipo influenza (ETI)",9,"25 a 34",1
14,"USHUAIA",94,"Tierra del Fuego",2018,21,"Enfermedad tipo influenza (ETI)",10,"35 a 44",1
42,"GENERAL ROCA",62,"Río Negro",2018,22,"Enfermedad tipo influenza (ETI)",9,"25 a 34",1
42,"GENERAL ROCA",62,"Río Negro",2018,22,"Enfermedad tipo influenza (ETI)",11,"45 a 64",1
126,"TUPUNGATO",50,"Mendoza",2018,21,"Bronquiolitis en menores de 2 años",1,"< 6 m",1
56,"BAHÍA BLANCA",06,"Buenos Aires",2018,21,"Bronquiolitis en menores de 2 años",1,"< 6 m",1
140,"SAN FERNANDO",22,"Chaco",2018,22,"Neumonía",11,"45 a 64",1
140,"SAN FERNANDO",22,"Chaco",2018,22,"Enfermedad tipo influenza (ETI)",4,"2 a 4",5
140,"SAN FERNANDO",22,"Chaco",2018,22,"Enfermedad tipo influenza (ETI)",5,"5 a 9",1
28,"FEDERACIÓN",30,"Entre Ríos",2018,22,"Enfermedad tipo influenza (ETI)",06,"10 a 14",1
35,"AVELLANEDA",06,"Buenos Aires",2018,21,"Bronquiolitis en menores de 2 años",3,"12 a 23 m",1
35,"AVELLANEDA",06,"Buenos Aires",2018,21,"Enfermedad tipo influenza (ETI)",11,"45 a 64",1
35,"AVELLANEDA",06,"Buenos Aires",2018,21,"Enfermedad tipo influenza (ETI)",12,"65 a 74",1
441,"LA PLATA",06,"Buenos Aires",2018,24,"Enfermedad tipo influenza (ETI)",8,"20 a 24",1
441,"LA PLATA",06,"Buenos Aires",2018,24,"Enfermedad tipo influenza (ETI)",9,"25 a 34",2
441,"LA PLATA",06,"Buenos Aires",2018,24,"Enfermedad tipo influenza (ETI)",10,"35 a 44",3
441,"LA PLATA",06,"Buenos Aires",2018,24,"Enfermedad tipo influenza (ETI)",11,"45 a 64",3
441,"LA PLATA",06,"Buenos Aires",2018,24,"Enfermedad tipo influenza (ETI)",12,"65 a 74",1
441,"LA PLATA",06,"Buenos Aires",2018,24,"Enfermedad tipo influenza (ETI)",13,">= a 75",1
441,"LA PLATA",06,"Buenos Aires",2018,24,"Neumonía",7,"15 a 19",1
441,"LA PLATA",06,"Buenos Aires",2018,24,"Neumonía",11,"45 a 64",3
